Layer,Name,GEOID,Population,UNS_2018-2022,LNG_2021,DIS_2018-2022,EDB_2018-2022,EDE_2018-2022,UMP_2018-2022,INC_2018-2022,POV_2018-2022,PCT-W_2018-2022,PCT-B_2018-2022,PCT-H_2018-2022
(Indicator name),,,,"Uninsured rate (% of residents), 2018-2022","Chronic obstructive pulmonary disease (COPD) (% of adults), 2021","Disability (% of residents), 2018-2022","High school graduation rate (% of residents), 2018-2022","College graduation rate (% of residents), 2018-2022","Unemployment rate (%), 2018-2022","Median household income, 2018-2022","Poverty rate (% of residents), 2018-2022","Demographics, Non-Hispanic White (% of residents), 2018-2022","Demographics, Non-Hispanic Black (% of residents), 2018-2022","Demographics, Hispanic or Latino (% of residents), 2018-2022"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks.","Residents 25 or older with at least a high school degree: including GED and any higher education","Residents 25 or older with a four-year college (bachelor's) degree or higher","Percent of residents 16 and older in the civilian labor force who are actively seeking employment.","Income in the past 12 months.","Percent of residents in families that are in poverty (below the Federal Poverty Level).","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B15002)","American Community Survey (Table B15002)","American Community Survey (Tables B23025, B23001, and C23002)","American Community Survey (Table B19013)","American Community Survey (Table B17001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 3301.03,17031330103,8248,4.227896892315105,2.6,7.227174174897614,95.99833841041264,84.04873996122959,0.0,114775.91450564563,10.75644423030595,58.19855979223232,29.06386495100933,1.7707472553417545
Census tract,Tract 3302,17031330200,4008,2.0660115898211138,4.1,8.16326530612245,93.15789473684212,72.14035087719299,3.5801863658656203,117366.22374054437,11.866969009826152,46.40967498110356,28.77299067775258,3.7037037037037033
Census tract,Tract 3403,17031340300,1865,7.656065959952886,7.499614151515102,7.243816254416961,71.85483870967741,27.903225806451616,4.40771349862259,43571.29364005412,13.427561837455832,13.015312131919906,0.0,15.371024734982331
Census tract,Tract 3404,17031340400,1844,15.766871165644172,4.8,6.687116564417178,79.64314679643147,37.5506893755069,8.994708994708994,45212.5869251758,20.19826517967782,24.60122699386503,7.546012269938649,3.92638036809816
Census tract,Tract 3405,17031340500,1629,7.445442875481387,10.0,18.421052631578945,81.30204390613171,38.0772142316427,2.8688524590163933,52924.83151800172,34.724005134788186,46.790757381258025,6.033376123234917,8.472400513478819
Census tract,Tract 3406,17031340600,1151,7.4411541381928625,18.2,18.52695520121488,79.72789115646258,5.306122448979592,31.379310344827587,17740.63825728166,57.971014492753625,6.985573272589218,82.23234624145786,0.0
Census tract,Tract 3501,17031350100,2228,3.895038950389504,3.0,7.093070930709307,100.0,77.26218097447796,7.1830106183635225,56500.83364759644,14.268142681426816,6.232062320623206,29.274292742927425,0.0
Census tract,Tract 3504,17031350400,1512,10.973550928531232,13.5,19.18964546989308,71.24505928853755,12.648221343873518,21.79878048780488,20440.06140331418,43.837929093978616,0.5064715813168261,94.59763646595384,4.895891952729319
Census tract,Tract 3510,17031351000,3640,9.75609756097561,4.6,18.462847419171865,96.991452991453,52.51282051282051,6.7110899571632565,50144.719093147585,16.988088485536018,3.488372093023256,78.7010777084515,5.104934770277935
Census tract,Tract 3511,17031351100,2038,6.851851851851852,11.5,23.10185185185185,85.61278863232683,11.367673179396093,41.21779859484778,16706.348410568113,53.93518518518518,0.0,86.62037037037037,10.37037037037037
Census tract,Tract 3514,17031351400,1392,11.47227533460803,11.1,33.20586360739324,92.44897959183672,30.10204081632653,13.601532567049809,,43.977055449330784,7.520713830465264,69.78967495219885,12.619502868068832
Census tract,Tract 3515,17031351500,823,4.651162790697675,5.7,13.21353065539112,90.29982363315696,35.978835978835974,17.880794701986755,57981.66529869784,31.501057082452437,12.790697674418606,66.49048625792811,8.0338266384778
Census tract,Tract 3602,17031360200,1651,16.507177033492823,5.8,12.91866028708134,97.7997799779978,28.38283828382838,36.591809775429326,24425.011468754852,54.78468899521531,0.0,97.66746411483254,0.0
Census tract,Tract 3801,17031380100,2207,3.610675039246468,10.599999999999998,22.8676085818943,88.0859375,43.29427083333333,10.985626283367557,,25.829875518672203,1.5560165975103737,92.79045643153528,1.970954356846473
Census tract,Tract 3802,17031380200,2408,0.0,10.1,33.13987231572838,84.66453674121406,35.07987220447284,0.0,23076.216819361565,37.31863029599536,8.705745792222867,83.40104468949507,1.044689495066744
Census tract,Tract 3806,17031380600,3947,3.803131991051454,9.02358870967742,20.97936863037534,87.48569248378482,33.34605112552461,16.56019656019656,23340.290822777788,37.6629889669007,11.20496894409938,81.98757763975155,3.279503105590062
Census tract,Tract 3812,17031381200,2077,6.873032528856244,5.2,15.110178384050368,86.6751269035533,45.93908629441624,9.010011123470523,41038.75059340269,15.739769150052464,2.8856243441762857,93.54669464847848,0.0
Census tract,Tract 3814,17031381400,1796,17.894736842105264,5.6,15.851393188854493,79.92424242424242,23.01136363636364,26.146788990825687,31450.480267974,28.978328173374614,1.4241486068111455,84.08668730650155,8.978328173374612
Census tract,Tract 3815,17031381500,667,6.865671641791045,8.1,30.74626865671642,86.89217758985201,16.913319238900634,29.78723404255319,21353.31733179529,44.92537313432835,1.791044776119403,94.32835820895522,0.0
Census tract,Tract 3818,17031381800,1462,11.20162932790224,6.0,11.20162932790224,92.79112754158965,37.15341959334565,13.652275379229872,42923.94556223518,19.88988300068823,6.001348617666891,86.37896156439649,2.3600809170600137
Census tract,Tract 3819,17031381900,1106,9.718100890207715,5.6,20.10385756676558,85.91101694915254,24.89406779661017,26.170798898071624,53917.85980168149,24.84984984984985,9.19881305637982,85.68249258160238,2.4480712166172105
Census tract,Tract 3901,17031390100,1553,15.102481121898595,4.0,16.936353829557714,93.4841628959276,43.800904977375566,12.11111111111111,60363.8328711817,7.272727272727272,8.737864077669903,76.80690399137,4.53074433656958
Census tract,Tract 3902,17031390200,1883,6.473829201101928,3.6999999999999997,6.336088154269973,95.93267882187938,71.73913043478261,9.002433090024331,95764.4201069234,8.677685950413224,15.059687786960517,63.72819100091828,4.178145087235996
Census tract,Tract 3903,17031390300,2617,7.50394944707741,9.3,24.76303317535545,87.27881396461024,25.53802008608321,29.417040358744394,17857.08755739923,50.71090047393365,10.735735735735735,83.4084084084084,1.7642642642642643
Census tract,Tract 3904,17031390400,2871,6.422018348623854,8.3,22.673656618610742,90.29982363315696,35.273368606701936,13.77601585728444,24969.664100800816,39.66797728265618,5.548274355613805,88.77238968982088,1.703800786369594
Census tract,Tract 3905,17031390500,1666,7.984144960362401,4.2,10.87202718006795,98.39449541284404,71.55963302752293,5.302226935312832,53359.45331529093,13.816534541336353,25.141562853907136,57.19139297848245,6.625141562853908
Census tract,Tract 3906,17031390600,1994,9.375,3.5,20.668859649122805,97.32006125574271,72.89433384379785,5.825242718446602,70425.23578606446,23.464912280701757,42.92763157894737,45.94298245614035,1.2061403508771928
Census tract,Tract 3907,17031390700,6532,3.985447329254176,4.1,14.800727633537292,97.13905522288756,71.92282102461743,5.318786225707467,62196.76319350473,18.756186077202244,28.752886836027717,53.18376773342132,0.7423292642692181
Census tract,Tract 4003,17031400300,1504,4.114621601763409,6.7,13.152094048493751,93.5077519379845,33.81782945736434,20.72538860103627,77290.24295126334,12.002945508100147,3.673769287288758,87.65613519470978,6.612784717119764
Census tract,Tract 4004,17031400400,1995,6.478102189781023,6.6,19.844890510948904,84.96884735202492,27.41433021806853,16.517857142857142,36737.46187803633,36.86131386861314,2.450090744101633,91.51542649727767,1.4065335753176045
Census tract,Tract 4005,17031400500,2372,12.148823082763856,8.3,15.110098709187548,90.74605451936873,30.703012912482063,8.647654093836247,20596.855342842566,46.96279422930903,2.088078967350038,96.46924829157174,1.442672741078208
Census tract,Tract 4008,17031400800,3178,4.877167630057803,10.8,21.85693641618497,81.49394347240914,7.335127860026917,17.286821705426355,19281.98686749928,63.61994219653179,0.0,99.1329479768786,0.0
Census tract,Tract 4101,17031410100,2272,6.263882718791648,3.8,9.284762327854288,97.61489237929028,65.09598603839441,1.2474012474012477,47194.97579804343,21.85695246557086,33.4517992003554,41.27054642381164,4.264771212794314
Census tract,Tract 4102,17031410200,1165,0.936768149882904,3.2,7.962529274004685,97.80645161290322,87.48387096774194,2.6077097505668934,47440.711329000194,31.421446384039903,40.28103044496487,29.195940671350503,14.207650273224044
Census tract,Tract 4105,17031410500,2922,7.63582966226138,4.1,8.575624082232011,94.71947194719472,64.4035832154644,3.2891507118311245,64948.450986046715,29.955156950672645,21.35095447870778,50.48458149779735,6.431718061674009
Census tract,Tract 4106,17031410600,2371,3.4019695613249774,4.8,6.445837063563116,96.48318042813456,87.92048929663608,5.567765567765568,36182.72308613767,29.496402877697843,49.22187638950645,18.141396176078256,11.249444197421075
Census tract,Tract 4107,17031410700,2399,3.659976387249114,3.9,14.83667847304211,89.36319104268719,73.82785164450665,5.857740585774058,42152.81279531489,35.18299881936245,48.91774891774892,21.76308539944904,6.690279417552144
Census tract,Tract 4108,17031410800,2993,5.224913494809689,3.7,13.14878892733564,97.57698132256436,76.57748611812217,2.0397489539748954,53544.67188713148,18.48357791754018,45.22491349480969,19.446366782006923,9.100346020761249
Census tract,Tract 4109,17031410900,3670,3.722648479681728,3.9,13.185564080704744,95.22546419098144,84.99431602879879,10.773357174787662,65390.4081723197,17.15909090909091,55.31613269067196,22.56875531613269,7.853700028352708
Census tract,Tract 4110,17031411000,3902,4.269547325102881,4.3,11.728395061728394,98.28532235939645,70.88477366255144,9.9609375,48226.51487388806,26.12877371092706,41.694225387942005,32.30730094123633,5.062325108114984
Census tract,Tract 4111,17031411100,2379,3.0569514237855944,3.800006603760419,6.532663316582915,97.3012399708242,91.90371991247264,6.727828746177369,113469.29834290911,10.914454277286136,57.83082077051927,4.271356783919598,4.606365159128979
Census tract,Tract 4112,17031411200,1713,0.3043213633597078,3.7,13.451004260499086,99.37106918238992,92.45283018867924,3.465982028241335,101831.70372013576,13.186813186813188,61.59464394400487,6.3907486305538646,6.451612903225806
Census tract,Tract 4201,17031420100,1642,6.384284837323512,10.1,25.475751995089013,92.62877442273536,20.33747779751332,17.09039548022599,19507.550078750635,45.30386740331492,2.087170042971148,92.08103130755065,2.578268876611418
Census tract,Tract 4202,17031420200,1781,3.549571603427173,7.2,16.891064871481028,88.52313167259787,44.5729537366548,14.979195561719832,27930.41047938064,37.63306199123356,21.21380846325167,62.69487750556792,3.5634743875278394
Census tract,Tract 4203,17031420300,2818,5.410821643286573,3.7,10.941883767535067,92.05378973105137,44.25427872860636,12.974976830398516,35377.66414516737,31.304935767410413,38.39679358717435,31.62324649298597,7.014028056112225
Census tract,Tract 4204,17031420400,1544,8.364732479276563,8.2,24.340617935192164,89.96415770609319,51.61290322580645,12.676056338028168,30201.63029348477,32.779456193353475,20.57272042200452,45.51620195930671,15.674453654860589
Census tract,Tract 4205,17031420500,2053,9.068627450980392,7.4,12.8921568627451,81.90537084398977,24.74424552429668,34.413727359389895,23196.33381397103,40.09803921568628,0.9803921568627452,96.96078431372548,1.6176470588235297
Census tract,Tract 4206,17031420600,2524,14.24751718869366,9.2,21.19938884644767,88.0192655027092,16.074653822998194,25.24977293369664,31764.98507065374,35.93691325572663,2.253098009763425,87.83327074727751,0.6383777694329703
Census tract,Tract 4207,17031420700,3021,9.98240985048373,10.6,20.448548812664907,79.04820766378245,13.906056860321383,19.55628594905505,22725.951995385876,41.072999120492526,0.1319261213720316,93.49164467897975,2.3306948109058925
Census tract,Tract 4208,17031420800,2457,9.991386735572782,6.1,18.51851851851852,89.73747016706443,24.70167064439141,13.202933985330072,40688.485769427,19.55211024978467,4.0051679586563305,88.0275624461671,0.0
Census tract,Tract 4212,17031421200,1405,22.104733131923464,9.8,11.48036253776435,87.64150943396226,16.60377358490566,10.021097046413502,38428.26903879855,14.862104187946883,0.2014098690835851,95.21651560926485,0.3021148036253776
Census tract,Tract 4301.01,17031430101,4091,5.161476355247982,6.4,18.71395617070357,90.43298969072166,20.04123711340206,23.64505844845909,29583.623771600964,26.528258362168398,0.3171856978085351,96.19377162629758,2.7393310265282587
Census tract,Tract 4301.02,17031430102,3104,10.05081874647092,7.2,12.732919254658384,93.84288747346072,23.425336164189662,10.0,46419.25841300827,29.333709768492376,3.8678712591756073,90.03387916431394,1.7786561264822136
Census tract,Tract 4302,17031430200,5086,10.504124656278645,7.8999999999999995,12.813932172318973,84.7072072072072,27.500000000000004,18.88412017167382,30426.276581113154,31.622364802933088,5.462878093492209,87.27772685609533,5.114573785517874
Census tract,Tract 4303,17031430300,2558,2.91746641074856,9.8,14.510556621881,92.10884353741496,29.795918367346943,17.05685618729097,33437.45375895649,27.79754843811783,1.800076599004213,95.6721562619686,2.48946763692072
Census tract,Tract 4304,17031430400,3031,9.198512005410889,8.1,22.489009130875885,95.04320145520693,17.871759890859483,7.658643326039387,33850.069389294345,32.87115319580656,3.5345115038346115,89.79659886628878,2.0006668889629875
Census tract,Tract 4305,17031430500,4098,9.273570324574962,11.1,22.74600721277692,74.56238361266294,19.888268156424584,25.501583949313623,26157.997116173825,37.42812336644015,0.3091190108191654,96.8572900566718,1.2622359608449252
Census tract,Tract 4306,17031430600,1670,6.221821460775474,7.1000000000000005,11.496844003606853,94.05666897028334,23.01313061506565,12.628624883068287,49857.72199915703,23.57980162308386,0.8566275924256086,91.1181244364292,3.4715960324616777
Census tract,Tract 4307,17031430700,2175,15.651312530955918,8.6,22.9321446260525,91.31227217496962,42.162818955042525,28.39943342776204,28022.10284167794,30.36156513125309,4.609929078014184,92.1099290780142,2.881205673758865
Census tract,Tract 4308,17031430800,1862,10.069444444444445,5.8,21.03174603174603,96.72597864768684,42.49110320284697,13.41880341880342,41464.203154462164,30.6,0.0,98.61111111111111,1.3888888888888888
Census tract,Tract 4309,17031430900,1797,6.246281975014872,6.8,22.48661511005354,85.3030303030303,26.666666666666668,15.07936507936508,35001.72545974844,21.47531231409875,0.6543723973825104,97.6799524092802,0.0
Census tract,Tract 4312,17031431200,2898,9.87911629845769,5.7,22.67611504793664,95.9852330410706,31.88740193816336,11.6361071932299,53039.44697087335,9.670696123384744,0.6252605252188412,97.99916631929972,0.0
Census tract,Tract 4313.01,17031431301,3590,11.420534458509142,7.6,12.236286919831224,89.24518993586581,16.230883078441046,16.317767042404725,33804.2232081457,19.57805907172996,4.725738396624473,92.09563994374122,1.5471167369901548
Census tract,Tract 4313.02,17031431302,4351,6.045406546990496,8.5,18.42661034846885,85.57882259976294,17.779533781114186,23.464912280701757,29369.980567448256,47.59767687434002,1.3463569165786695,84.50369588173179,14.149947201689548
Census tract,Tract 4314,17031431400,6716,5.626670417780279,9.4,24.672949781966523,84.15841584158416,17.355853232382064,9.101482989241058,34038.03873200381,44.06634257935374,5.393258426966292,88.26173165895572,3.582286847323199
Census tract,Tract 4401.01,17031440101,4171,17.91269443050677,11.0,14.877069744104364,80.87339201083277,11.103588354773189,18.78704970360237,26478.003460591404,37.83647798742138,0.0752634219769192,95.91068740592073,0.7526342197691922
Census tract,Tract 4401.02,17031440102,3633,17.981927710843372,7.4,20.632530120481928,87.82807151007988,26.359832635983267,14.953751284686536,37195.00676589986,27.10843373493976,1.2349397590361446,97.10843373493977,0.783132530120482
Census tract,Tract 4402.01,17031440201,5054,4.870824419944051,7.4,24.20602270857331,87.69822200864968,25.540605478135515,11.507052709725317,31500.911067237514,31.25,0.0,98.44160104986877,0.0
Census tract,Tract 4402.02,17031440202,3525,6.261310170104959,8.4,23.416576185305825,88.36538461538461,31.73076923076923,16.39676113360324,28917.020297699593,24.391130498000727,0.7238508867173362,94.57111834961998,1.3391241404270722
Census tract,Tract 4403,17031440300,4677,5.935483870967742,6.5,13.39784946236559,89.32748538011695,42.33918128654971,19.180704441041343,42863.42860311897,7.56989247311828,0.021505376344086,90.25806451612904,6.258064516129032
Census tract,Tract 4406,17031440600,1996,7.6923076923076925,6.0,18.36228287841191,86.40776699029125,31.597528684907328,10.882708585247885,53760.14893853013,22.022332506203472,0.5583126550868486,94.91315136476427,4.032258064516129
Census tract,Tract 4407,17031440700,1497,5.299380591878871,6.9,17.618719889883,91.70403587443946,42.71300448430493,8.762886597938143,70878.19605581312,14.86579490708878,0.0,85.20302821748106,14.796971782518924
Census tract,Tract 4408,17031440800,1620,14.8108684070325,10.3,12.733084709643046,93.1063122923588,16.362126245847175,15.969989281886388,32360.06850196322,43.25966850828729,0.0,96.11081513052744,2.450719232818327
Census tract,Tract 4409,17031440900,2462,8.161548169962138,8.3,14.682372738746318,90.59107358262968,40.651387213510255,28.01801801801802,36429.3755407174,29.15439629785444,9.465713083718974,89.56668068994531,0.0
Census tract,Tract 4503,17031450300,3252,7.974573822594626,7.8,23.114706732158336,84.87394957983193,22.048819527811126,10.448678549477568,47670.859158366424,18.318405085235483,0.6934412019647501,95.49263218722912,0.0
Census tract,Tract 4601,17031460100,2840,15.578465063001143,8.0,9.58381061473845,87.96680497925311,25.074096028452875,18.1890389197776,43819.77994187981,29.76329064804036,5.622641509433962,78.22641509433961,10.037735849056602
Census tract,Tract 4602,17031460200,1948,9.148936170212766,8.3,18.138297872340424,70.90020935101187,11.51430565247732,10.348468848996832,26120.403247631933,32.87234042553192,2.7127659574468086,38.24468085106383,58.51063829787234
Census tract,Tract 4603.01,17031460301,2987,17.058639071809345,8.6,11.759172154280336,71.06622827618601,10.05166744950681,12.841530054644808,29186.595842853654,32.90139064475348,1.6619629978049544,67.01160238319223,29.60175603637504
Census tract,Tract 4603.02,17031460302,3282,3.632478632478633,9.8,9.164292497625832,88.45198675496688,20.033112582781456,22.94203604481247,45897.52887153663,23.79022646007152,6.196581196581197,81.83760683760684,3.7037037037037033
Census tract,Tract 4604,17031460400,3411,6.165127648017381,7.1,10.89082020640956,94.62450592885376,25.17786561264822,16.317767042404725,62786.345083076376,23.682781097229764,0.7332971211298208,95.70885388375882,0.0
Census tract,Tract 4605,17031460500,5400,13.781031190324631,5.8,9.977721196690007,92.46692274861287,32.58642765685019,9.614851759490165,62540.60955211961,13.685550604710375,5.299172501591343,94.4302991725016,0.0
Census tract,Tract 4608,17031460800,3639,11.814442413162704,7.957231887821346,10.191956124314444,68.46254927726675,13.31581252737626,26.0235947258848,29941.223984560438,42.8011075219197,0.7541133455210238,63.59689213893967,35.26051188299817
Census tract,Tract 4610,17031461000,1460,5.838323353293413,11.200000000000001,35.40419161676647,74.0220661985958,6.720160481444333,16.265060240963855,15754.581689922135,30.164670658682635,5.052005943536404,63.59583952451708,29.940564635958395
Census tract,Tract 4701,17031470100,2527,16.117542297417632,8.2,24.577025823686554,87.18104495747266,19.19805589307412,16.235059760956176,42045.53273142705,16.117542297417632,1.7809439002671414,90.026714158504,4.853072128227961
Census tract,Tract 4801,17031480100,2001,3.100416473854697,7.0,13.142063859324388,94.04761904761904,34.27318295739348,6.937561942517344,66175.29479358459,17.81582600647848,0.0,98.4266543267006,0.2776492364645997
Census tract,Tract 4802,17031480200,1103,2.3651844843897827,6.2,26.86849574266793,93.89671361502349,40.25821596244131,9.742647058823527,49823.79582510703,17.458777885548013,0.0,91.20151371807,4.257332071901608
Census tract,Tract 4803,17031480300,1348,2.829354553492484,6.7,14.588859416445624,92.94436906377204,37.720488466757125,4.710144927536232,53033.945429135514,18.21396993810787,0.3536693191865605,92.9266136162688,5.570291777188329
Census tract,Tract 4804,17031480400,5650,4.189108318372233,6.9,11.510073808098944,96.33333333333334,48.1025641025641,6.970509383378016,76624.55640098493,3.4198350432508557,0.0,98.96269698783163,0.4787552363853979
Census tract,Tract 4805,17031480500,2986,7.009174311926605,8.5,24.623853211009177,92.57831325301204,27.03614457831325,12.52821670428894,42407.717562501384,21.00809418690213,0.8807339449541285,84.44036697247707,13.211009174311927
Census tract,Tract 4902,17031490200,3040,8.220108695652174,6.512483574244416,18.27445652173913,94.14150518251463,30.734565119423163,16.916488222698074,57926.649881319456,12.669836956521738,2.8192934782608696,91.84782608695652,0.4076086956521739
Census tract,Tract 4905,17031490500,1995,12.112676056338028,5.9,20.67605633802817,91.33681852128454,30.022404779686333,7.971014492753622,61557.66742829255,12.937499999999998,3.774647887323944,93.74647887323944,0.7323943661971831
Census tract,Tract 4906,17031490600,1443,3.941908713692946,7.5,14.315352697095436,86.95219123505976,40.0398406374502,21.061093247588424,58634.514918254616,13.900414937759336,10.650069156293222,85.82295988934993,2.489626556016597
Census tract,Tract 4907,17031490700,2656,7.523383489223262,7.3,17.893452623017485,90.46483909415971,16.805721096543504,20.53231939163498,41070.84292020675,25.09150061000407,0.2033346888979259,96.29930866205775,2.8060187067913787
Census tract,Tract 4908,17031490800,3502,12.712550607287447,7.900000000000001,23.481781376518217,85.37666174298376,24.224519940915805,18.49680170575693,47305.00663280019,9.149797570850202,1.376518218623482,96.30229419703105,0.9446693657219972
Census tract,Tract 4909.01,17031490901,3403,14.040207522697797,8.5,10.667963683527883,82.5938566552901,19.112627986348123,19.10192444761226,32127.169901728077,41.69909208819715,0.0,100.0,0.0
Census tract,Tract 4909.02,17031490902,4647,10.943155205450289,7.1,12.561209282520757,89.33534743202416,27.945619335347438,5.59408229311142,61826.32604982364,16.584423943359795,0.0,94.91164573131786,4.279327230146903
Census tract,Tract 4910,17031491000,3807,14.047410008779632,10.2,21.744220076090137,77.85042909685329,10.380057212913773,34.735315445975345,20573.932252268238,40.67098293113596,0.0292654375182908,96.66374012291485,2.6046239391278903
Census tract,Tract 4911,17031491100,4079,13.062261753494282,8.0,17.687420584498096,84.66876971608833,28.29652996845426,10.544611819235229,62492.92952372501,8.911145351823318,1.521997621878716,93.43638525564803,1.9024970273483943
Census tract,Tract 4912,17031491200,2019,12.577639751552796,8.0,25.465838509316768,86.03573792190602,13.831899404367968,15.374841168996186,49134.269260631336,14.883474576271183,3.985507246376811,87.4223602484472,6.573498964803312
Census tract,Tract 4913,17031491300,2023,11.069241639189825,9.4,16.580310880829018,85.61538461538461,12.0,22.057142857142857,37318.79145500122,30.75836081017428,0.4692632566870014,98.6860628812764,0.8446738620366024
Census tract,Tract 4914,17031491400,2593,10.752264671130368,8.0,24.57660496258369,77.22439843312814,17.291550083939562,32.1371610845295,33449.37376605515,31.40462889066241,0.6296733569460842,92.01101928374656,0.7870916961826053
Census tract,Tract 5001,17031500100,3545,1.2070566388115136,6.0,14.515629835964097,93.27251995438996,30.520714557202584,11.959163830821584,65200.60498236429,12.627669452181983,1.3618074899411947,96.81213246672856,1.826060043330238
Census tract,Tract 5002,17031500200,1688,12.124522119060623,8.1,13.216821409066084,89.39014202172096,11.36173767752715,13.49527665317139,35256.63022693493,19.989077007099944,2.1299836155106497,85.36318951392681,5.461496450027307
Census tract,Tract 5003,17031500300,1587,9.698996655518394,6.4,9.30880713489409,84.93754592211609,38.28067597354886,15.751295336787566,44442.371081878475,27.20178372352285,42.642140468227424,31.77257525083612,22.296544035674472
Census tract,Tract 5101,17031510100,3231,9.315746084089035,6.8,10.030228084638637,80.4530201342282,17.072147651006713,6.929510155316606,52086.7633266044,24.32357813362783,10.030228084638637,12.036273701566364,77.87853805990656
Census tract,Tract 5102,17031510200,2922,10.25848142164782,9.0,19.49380721593969,86.15829418142393,22.00939645825804,4.307116104868914,50813.1564142949,22.590199246095853,6.058158319870759,72.34787291330103,21.567043618739905
Census tract,Tract 5103,17031510300,4850,2.8663793103448274,10.8,13.642241379310343,82.36220472440945,11.716535433070868,29.39941201175976,28064.2813283347,33.93478260869565,0.7327586206896551,99.26724137931036,0.0
Census tract,Tract 5201,17031520100,1745,31.862269641125124,6.4,9.79631425800194,59.583333333333336,8.916666666666668,10.434782608695652,52673.59444530712,14.209505334626575,5.868089233753637,0.0,93.69544131910766
Census tract,Tract 5202,17031520200,3338,16.292442497261774,6.7,7.311062431544359,74.64091134224864,13.620604259534424,12.848837209302324,53583.18267929634,27.957283680175248,9.14567360350493,1.1500547645125958,87.84227820372399
Census tract,Tract 5203,17031520300,5675,15.87516960651289,5.9,11.058344640434193,69.5748205411375,11.678630590833794,8.153078202995008,46099.25206859069,13.350210970464136,9.38396624472574,1.9409282700421944,88.33755274261603
Census tract,Tract 5204,17031520400,4055,13.362167083997267,6.1010363115310415,9.902117004325063,85.2014652014652,10.329670329670328,5.52540700542674,45392.303955278505,19.57659913498748,11.15410880946961,1.684498065103574,86.56954245390394
Census tract,Tract 5205,17031520500,4420,12.222007348675303,6.6,8.06420421581899,71.09860823215872,13.503109268581582,3.8263428991905815,80121.70309900396,5.337458905434152,17.095339392767357,0.3867723844517501,80.50667182363179
Census tract,Tract 5206,17031520600,2530,2.9713866471019807,6.7,5.209097578870139,78.65168539325843,12.359550561797752,5.405405405405405,91406.28212693271,6.863818912011683,10.514786418400876,0.0,89.48521358159913
Census tract,Tract 5301,17031530100,2197,18.01566579634465,7.7,19.373368146214094,65.24486571879937,17.061611374407583,18.763326226012797,34867.854610794384,26.109660574412537,0.5744125326370757,42.76762402088773,49.60835509138381
Census tract,Tract 5302,17031530200,4128,11.174850849013309,8.6,23.79531895364846,89.30217248189598,16.19486504279131,26.907396622015145,38019.32110295259,27.191372189077555,3.6025699862322167,82.07893529141809,13.46948141349243
Census tract,Tract 5303,17031530300,3964,5.539609644087256,7.2,20.60849598163031,89.98371335504885,20.11400651465798,13.836858006042297,49123.26617715566,10.591274397244549,0.5740528128587831,95.752009184845,0.0
Census tract,Tract 5304,17031530400,2059,10.229202037351442,6.5,17.275042444821732,91.37336093857832,8.971704623878537,5.622119815668203,73488.67761041726,20.37351443123939,2.079796264855688,92.44482173174872,3.480475382003396
Census tract,Tract 5305.01,17031530501,4514,13.85306760453302,6.7,13.579523251270029,87.01168614357262,13.388981636060098,31.12338858195212,36339.51702566605,38.76514263384134,1.016021883548261,95.2715904650254,1.5044939429464634
Census tract,Tract 5305.02,17031530502,1570,12.978142076502731,7.1,14.89071038251366,91.2109375,21.875,12.590448625180898,58335.59781716542,17.349726775956285,0.0,97.3360655737705,2.663934426229508
Census tract,Tract 5305.03,17031530503,4898,5.859464408331426,7.297921499824927,13.069352254520489,92.86412512218963,23.427826653633105,18.2226660009985,43335.64426895006,14.488441290913254,0.0,94.2092011902037,2.563515678644998
Census tract,Tract 5306,17031530600,2774,13.417190775681345,7.6000000000000005,15.30398322851153,91.70616113744076,20.082938388625596,6.60633484162896,35121.8424543579,23.87234042553192,0.0,96.22641509433964,0.670859538784067
Census tract,Tract 5401.01,17031540101,4324,10.672645739910314,10.0,9.730941704035876,88.21515892420538,4.30317848410758,28.858625162127105,15323.627587124824,53.36322869955157,0.179372197309417,92.08520179372198,5.179372197309417
Census tract,Tract 5401.02,17031540102,2938,5.391718796544534,11.3,6.225796842418826,82.4009324009324,9.965034965034963,25.564516129032256,26325.794139177888,50.76599579453289,0.2978850163836759,98.7190944295502,0.7149240393208222
Census tract,Tract 5501,17031550100,7019,10.279167339035016,7.3,7.826367597224464,84.56614509246089,17.923186344238974,11.534669733815312,,14.496036240090602,37.18755039509756,18.206740848250284,42.799548459925816
