Layer,Name,GEOID,Population,UNS_2018-2022,LNG_2021,DIS_2018-2022,EDB_2018-2022,EDE_2018-2022,UMP_2018-2022,INC_2018-2022,POV_2018-2022,PCT-W_2018-2022,PCT-B_2018-2022,PCT-H_2018-2022
(Indicator name),,,,"Uninsured rate (% of residents), 2018-2022","Chronic obstructive pulmonary disease (COPD) (% of adults), 2021","Disability (% of residents), 2018-2022","High school graduation rate (% of residents), 2018-2022","College graduation rate (% of residents), 2018-2022","Unemployment rate (%), 2018-2022","Median household income, 2018-2022","Poverty rate (% of residents), 2018-2022","Demographics, Non-Hispanic White (% of residents), 2018-2022","Demographics, Non-Hispanic Black (% of residents), 2018-2022","Demographics, Hispanic or Latino (% of residents), 2018-2022"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks.","Residents 25 or older with at least a high school degree: including GED and any higher education","Residents 25 or older with a four-year college (bachelor's) degree or higher","Percent of residents 16 and older in the civilian labor force who are actively seeking employment.","Income in the past 12 months.","Percent of residents in families that are in poverty (below the Federal Poverty Level).","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B15002)","American Community Survey (Table B15002)","American Community Survey (Tables B23025, B23001, and C23002)","American Community Survey (Table B19013)","American Community Survey (Table B17001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 5502,17031550200,2969,5.347025495750708,7.3,5.771954674220963,87.57575757575758,19.444444444444446,9.787234042553193,64365.28756183588,7.330028328611898,34.596317280453256,3.824362606232295,61.57932011331445
Census tract,Tract 5601,17031560100,1477,5.242718446601942,6.3,18.25242718446602,84.5528455284553,17.073170731707318,9.403669724770642,54360.73391157745,7.429130009775172,11.91588785046729,17.6791277258567,51.86915887850467
Census tract,Tract 5602,17031560200,1710,8.527696793002915,7.3,25.728862973760936,75.47357926221336,12.562313060817548,9.423076923076923,43076.154883648705,8.892128279883382,2.623906705539359,44.82507288629737,42.49271137026239
Census tract,Tract 5603,17031560300,3253,8.736602793114647,7.2,11.984410522897043,76.4235294117647,16.28235294117647,10.825082508250825,51576.95379223141,13.445924001299122,22.66969795388113,4.09223773952582,71.58168236440403
Census tract,Tract 5604,17031560400,1630,18.17660550458716,7.6,10.722477064220184,74.7493163172288,12.397447584320876,3.185595567867036,70717.73442179285,21.387614678899084,14.449541284403669,0.0,84.63302752293578
Census tract,Tract 5607,17031560700,3635,14.453125,6.3,9.905133928571429,73.91653290529695,20.38523274478331,4.253056884635832,71896.89820093614,12.667410714285715,34.207589285714285,0.0279017857142857,63.28125
Census tract,Tract 5608,17031560800,5682,8.72896884890888,6.6,7.246376811594203,85.45133635905195,27.584467977811396,2.3123324396782845,94532.99168127065,3.073325538667112,42.1455938697318,0.0,56.655005830418126
Census tract,Tract 5609,17031560900,5112,4.248684466965504,5.9,12.317287078542194,90.02217294900223,33.3980044345898,6.047669868374244,107452.44552896026,3.508771929824561,49.736893393100765,0.0389787565776651,46.053400896511405
Census tract,Tract 5610,17031561000,5308,5.082781456953643,5.8,13.39403973509934,88.57390175286734,27.742912789439515,4.260946223920071,97537.75039375319,4.201540006695681,57.06953642384106,0.0,42.93046357615894
Census tract,Tract 5611,17031561100,5581,6.334918478260869,6.4,7.506793478260869,85.32350142721218,26.974310180780208,2.8858625162127107,87956.81545730827,1.6134510869565215,45.3125,0.2038043478260869,52.309782608695656
Census tract,Tract 5701,17031570100,1316,4.855735397607319,5.7,11.048557353976072,80.3921568627451,18.50490196078432,11.295180722891567,47874.41620266643,27.72695285010556,13.089373680506686,0.0,79.52146375791696
Census tract,Tract 5702,17031570200,2096,3.934740882917467,5.7,3.83877159309021,73.65101611772951,14.856341976173791,5.052264808362369,,7.725527831094049,13.099808061420346,0.0,74.76007677543186
Census tract,Tract 5703,17031570300,6376,13.8464123676693,5.8,6.15022685262981,77.9379760609358,9.521218715995646,14.962962962962964,46433.92919097584,9.511006553520415,14.08166694673164,0.016803898504453,82.10384809275752
Census tract,Tract 5704,17031570400,1769,20.85280373831776,5.4,6.658878504672897,70.12875536480688,7.03862660944206,7.32484076433121,68883.88717584684,12.33196960841613,15.595794392523366,0.116822429906542,80.60747663551402
Census tract,Tract 5705,17031570500,2639,11.930344572063726,5.1,4.705446461652464,70.45191193511008,6.199304750869061,23.122362869198312,71310.98400585639,1.5270018621973929,17.71026306039274,0.0,79.10337161911819
Census tract,Tract 5801,17031580100,3228,9.842223891810669,5.8,8.377160030052593,79.80613893376413,21.64781906300485,16.955538809344386,46864.88329377315,20.32306536438768,15.063861758076635,4.132231404958678,42.07362885048836
Census tract,Tract 5802,17031580200,3466,12.048192771084338,6.2,9.63855421686747,79.30614729153986,10.407790626902008,8.3668543845535,36553.16022981876,19.17670682730924,4.350736278447122,0.0,83.19946452476573
Census tract,Tract 5803,17031580300,2577,15.8816660179058,4.9,10.315297781237836,74.50592885375494,7.246376811594203,6.255012028869286,56825.42461012888,8.446866485013624,5.76099649669132,1.128843908135461,75.39898793304788
Census tract,Tract 5804,17031580400,4546,12.90667808219178,5.0,4.259417808219178,77.6044915782907,14.878353087960075,4.530138524897042,50756.307149670574,14.212860310421286,8.283390410958905,0.4066780821917808,75.32106164383562
Census tract,Tract 5805.01,17031580501,5170,16.221374045801525,5.8,12.08651399491094,78.15181518151815,13.135313531353136,12.7838519764508,42044.615807804075,12.88370082144401,12.616624257845633,2.035623409669211,72.39185750636132
Census tract,Tract 5805.02,17031580502,5345,23.580697485806976,5.6,7.86699107866991,68.26145552560648,14.420485175202154,5.040237187632359,42960.622507154105,22.72911597729116,6.751824817518248,0.2230332522303325,85.786699107867
Census tract,Tract 5806,17031580600,5405,13.180303591262495,4.599999999999999,14.661236579044798,66.3157894736842,20.2275960170697,9.461538461538462,54677.07256150313,14.587189929655684,5.997778600518327,4.054054054054054,77.7489818585709
Census tract,Tract 5807,17031580700,5621,19.0671031096563,5.2,12.913256955810148,60.19571541920127,7.484792382967469,15.513872606486908,52511.2989640409,29.54212155776438,6.387485742219326,2.0205312041714194,87.53462603878116
Census tract,Tract 5808,17031580800,2058,27.67175572519084,5.2,5.534351145038168,54.8646671543526,13.752743233357718,9.507640067911714,58071.52381374919,7.729007633587787,0.6202290076335878,0.0,96.04007633587788
Census tract,Tract 5905,17031590500,1854,7.775119617224881,5.0,15.13157894736842,80.78635014836796,34.56973293768546,5.555555555555555,63906.82575034938,10.764525993883792,21.351674641148325,5.921052631578947,41.62679425837321
Census tract,Tract 5906,17031590600,3477,13.585103592971414,4.9,15.316024127983216,73.60060514372164,28.47957639939486,4.018264840182648,59776.08482885601,15.866277527195544,19.17125622869132,2.2292158405455025,64.22764227642277
Census tract,Tract 5907,17031590700,3027,12.354152367879204,4.9,9.98627316403569,82.21323900960081,24.204143506821627,8.673469387755102,70297.7834024712,10.192175703500345,11.90803019903912,0.8579272477693892,69.18325326012355
Census tract,Tract 6004,17031600400,4297,10.042896795357052,5.8,12.8185717890487,76.62379421221866,30.22508038585209,7.568293775190327,57398.50187448701,14.837244511733536,30.88569265707797,6.838253848094878,6.156951804188746
Census tract,Tract 6006,17031600600,2988,3.758889265154081,6.9,11.479850998984084,73.87640449438202,29.91573033707865,6.8833652007648185,55588.494642738304,14.222824246528951,31.52726041313918,0.0,20.115137148662377
Census tract,Tract 6007,17031600700,2591,11.881533101045298,5.2,8.397212543554007,77.66798418972331,34.43675889328063,5.815347721822542,59913.623372301954,19.198606271777003,23.27526132404181,0.0,20.0
Census tract,Tract 6009,17031600900,3682,8.250736672917224,4.4,7.956067506027324,88.1824712643678,34.26724137931034,6.71169269734065,62833.108187847996,13.18206374932469,29.78837396196089,6.61666220198232,23.41280471470667
Census tract,Tract 6103,17031610300,5410,21.164021164021165,5.8,14.39153439153439,68.17550680366566,11.163565676201054,21.045045045045043,35745.35051797955,42.7360988526037,2.768959435626102,7.3544973544973535,87.10758377425044
Census tract,Tract 6104,17031610400,2029,22.5635593220339,5.7,6.408898305084746,64.07010710808179,9.34761441090555,11.97252208047105,34366.29738902815,19.120762711864405,4.925847457627119,1.694915254237288,93.3792372881356
Census tract,Tract 6108,17031610800,1512,10.91387245233399,6.2,10.71663379355687,82.79370952821462,22.01665124884366,7.628128724672228,79501.86272987422,9.504950495049505,62.721893491124256,0.0,21.959237343852728
Census tract,Tract 6112,17031611200,2680,21.61508704061896,7.2,16.586073500967117,70.1470588235294,14.044117647058824,10.109018830525272,30068.676368153683,39.8936170212766,7.577220077220077,14.961389961389962,76.97876447876449
Census tract,Tract 6113,17031611300,3668,14.725726019360517,6.1,11.79231446171898,55.60723514211886,5.271317829457364,18.421052631578945,41521.05241908649,23.32062188325022,3.8427691405104136,8.712232326195366,87.44499853329421
Census tract,Tract 6114,17031611400,3737,17.36827432394759,5.4,11.01198773348202,60.64965197215777,5.475638051044084,14.42663378545006,26768.668249073846,38.75104544187343,1.2266517981600222,0.0278784499581823,98.7454697518818
Census tract,Tract 6115,17031611500,3587,30.540278227110967,7.782614163931889,10.223228728566806,56.83845391476709,5.996035678889991,10.016155088852988,37557.1915969742,27.660951148495634,4.552398411243507,9.929728078215703,85.51787351054078
Census tract,Tract 6116,17031611600,1921,18.59649122807017,7.800208931240388,8.771929824561402,81.03448275862068,2.722323049001815,32.39247311827957,,37.64411027568922,0.0,58.44611528822055,41.45363408521303
Census tract,Tract 6117,17031611700,2180,32.376827287493235,8.5,7.904710341093665,72.55734919286321,0.0,12.522686025408348,19898.159542137135,49.7022198159177,0.0,30.644288034650785,69.35571196534922
Census tract,Tract 6118,17031611800,2205,17.06312900274474,5.9,14.775846294602012,77.92880258899676,2.3300970873786406,5.615696887686062,,15.507776761207683,0.0,28.636779505946937,70.53979871912168
Census tract,Tract 6119,17031611900,1984,11.09685695958948,9.7,16.03592046183451,63.61679224973089,5.166846071044134,10.50228310502283,31175.4031810821,26.17062219371392,0.0,60.42334830019244,39.57665169980757
Census tract,Tract 6120,17031612000,1448,41.68564920273349,8.6,18.60288534548216,76.99784017278618,20.19438444924406,13.314840499306518,43370.487366623034,15.110098709187548,0.0,61.655277145026574,37.737281700835226
Census tract,Tract 6121,17031612100,1168,14.145383104125736,9.2,11.49312377210216,68.38709677419355,4.354838709677419,18.61575178997613,25291.50429246434,19.44990176817289,0.1964636542239685,59.03732809430255,40.76620825147348
Census tract,Tract 6122,17031612200,3939,17.195551939246,6.851022222222223,9.1402224030377,58.53031860226105,6.115107913669065,15.171503957783642,38065.16728410124,32.60103064822349,2.061296446975861,30.838079739625712,64.27990235964198
Census tract,Tract 6201,17031620100,4567,15.110462692788662,4.1,12.275948311796585,70.75596816976127,14.389920424403185,9.780439121756489,62752.418909026375,2.7719883284701963,9.441433930804502,1.1671529804085037,82.86786160900375
Census tract,Tract 6202,17031620200,2390,1.8480492813141685,5.1,8.880903490759753,75.16828721017202,18.399401645474946,9.287925696594428,57078.49553006943,5.852156057494867,32.648870636550306,0.0,65.29774127310061
Census tract,Tract 6203,17031620300,6410,11.34180790960452,6.6,6.440677966101695,72.34541577825159,23.58208955223881,8.568175348704811,61701.62443709931,10.607344632768362,16.680790960451976,0.5225988700564972,81.08757062146893
Census tract,Tract 6204,17031620400,5027,5.6607929515418505,4.2,10.506607929515418,76.83733890630442,10.727969348659004,13.66171003717472,49124.18310077863,28.590308370044053,7.863436123348018,0.7929515418502203,86.51982378854626
Census tract,Tract 6303,17031630300,5385,18.382529397648188,4.0,8.015358771298295,62.70252754374594,10.758263123784834,8.271108558299828,47606.67450475831,8.08735301175906,4.103671706263499,1.7758579313654907,92.5605951523878
Census tract,Tract 6304,17031630400,7204,17.474596035315678,5.6,8.912210561385974,71.54026583268178,7.688298149596038,29.074137341988383,36519.23405576876,15.075795435615523,1.9656838247542896,1.782442112277195,95.63551557554555
Census tract,Tract 6305,17031630500,6271,18.35030889964936,4.5,7.730839873100685,67.02127659574468,13.66181410974244,11.64225134926754,44916.42059495552,16.931127616475354,1.8700951744865584,0.0333945566872599,97.46201369176823
Census tract,Tract 6306,17031630600,3250,14.712308812818645,4.679002949805542,9.359067734887107,74.92795389048992,9.913544668587896,14.45692883895131,47352.68666119479,22.687545520757464,4.806991988346685,5.753823743627094,87.39985433357612
Census tract,Tract 6308,17031630800,6641,15.657915422103445,4.5,7.231567363622073,72.94994675186368,19.06283280085197,16.261912081155856,62862.44974378313,11.916365351359849,3.1598805219305146,1.634963056123251,94.87501965099828
Census tract,Tract 6309,17031630900,5204,8.093080724876442,5.3,14.847611202635914,76.03591160220995,8.56353591160221,17.15686274509804,38144.02271567692,19.342839429634225,3.088962108731466,7.186985172981879,88.94151565074135
Census tract,Tract 6401,17031640100,1312,17.28486646884273,5.3,12.833827893175073,73.61111111111111,22.916666666666664,5.422647527910686,47294.003549324516,4.451038575667656,15.356083086053411,1.1869436201780417,83.45697329376854
Census tract,Tract 6403,17031640300,6710,3.552269102508337,5.8,8.380455270407424,86.41670408621464,24.7867085765604,14.34034416826004,73124.65893209698,5.640133391329564,32.158909670871395,3.059301145425547,63.04190227635203
Census tract,Tract 6404,17031640400,3390,6.860078573587186,6.7,11.846479298881835,86.24898291293735,21.643612693246546,4.017372421281216,82653.32922203242,6.454545454545454,53.49048050770625,1.5110305228165608,44.6358416440012
Census tract,Tract 6405,17031640500,3896,5.251694094869313,5.2,7.913843175217812,91.3623595505618,20.47050561797753,5.407969639468691,66763.95975953326,9.568666336142789,52.85575992255567,1.1616650532429815,41.4811229428848
Census tract,Tract 6406,17031640600,4063,6.595888863790378,7.2,6.008583690987124,89.27978758712247,22.203783604381016,7.032667876588023,72648.775571774,5.014682629320082,34.71877117686921,1.4230856110232664,61.7799864468037
Census tract,Tract 6407,17031640700,3298,16.109324758842444,6.5,7.684887459807074,85.23761375126391,22.901921132457023,5.529332434254889,66290.8271700792,3.569131832797428,23.69774919614148,1.8971061093247588,74.21221864951768
Census tract,Tract 6408,17031640800,1799,5.847176079734219,4.5,11.22923588039867,83.17669172932331,22.55639097744361,10.73738680465718,35177.774795359255,14.551495016611296,19.00332225913621,0.9302325581395348,78.07308970099668
Census tract,Tract 6501,17031650100,4765,14.214625703158806,6.4,9.433145824318476,86.1637347767253,17.117726657645466,7.836117740652347,54984.24197519909,7.751761764037281,7.139766334919948,0.5625270445694505,91.99480744266552
Census tract,Tract 6502,17031650200,7251,11.08029399528498,5.6,8.140341145472195,69.57699520733486,22.17128568451761,12.82194848824188,84684.31504691763,15.517958674247678,21.82776313964776,0.0,75.80085979753154
Census tract,Tract 6503.01,17031650301,5829,13.962574542463498,4.3,7.896360271437384,74.41010302426055,13.625789298770355,14.575411913814955,54620.22329687881,11.92679415998355,14.600041126876414,0.760847213654123,82.91178285009254
Census tract,Tract 6503.02,17031650302,4522,13.751263902932251,5.7,4.368048533872599,75.17216382747372,9.13374411018485,9.266409266409266,55693.02393575722,11.830131445904954,5.702730030333671,2.366026289180991,91.93124368048534
Census tract,Tract 6504,17031650400,6894,18.045334118339717,5.1,7.359434795407712,65.31556039173014,16.566920565832426,15.160244868563195,66300.9133299319,21.90082644628099,3.620841919340595,1.8545775684427437,93.7886370326759
Census tract,Tract 6505,17031650500,4401,6.253017865765331,4.9,13.06132303235152,71.03935418768921,13.757147662293978,5.378304466727438,61267.00263981011,16.2481892805408,20.53378215917288,12.238518874729502,65.61673479201731
Census tract,Tract 6603.01,17031660301,1850,4.031800113571834,6.5,3.747870528109029,79.04946653734238,12.221144519883609,28.76106194690265,22581.994986579117,32.59511641113004,1.930721181147076,29.131175468483814,68.9381033503691
Census tract,Tract 6603.02,17031660302,5549,15.329575021682569,5.6,10.342584562012142,66.55136630923556,6.329989622967831,23.069679849340865,40646.30728277024,11.726384364820849,0.4553339115351257,12.120555073720729,87.42411101474414
Census tract,Tract 6604,17031660400,5692,17.546090273363003,5.0,7.501589319771138,61.31411330874958,8.883674153536708,15.012615643397814,40616.96572683511,15.066751430387797,2.3521932612841705,1.9283746556473829,95.71943208306844
Census tract,Tract 6605,17031660500,5013,24.2296918767507,5.9,12.441643323996264,74.12491420727522,7.1722717913520935,16.79245283018868,38737.272299740456,8.26330532212885,5.952380952380952,4.248366013071895,89.47245564892624
Census tract,Tract 6606,17031660600,6404,12.737220037613268,7.199999999999999,7.625235082920158,83.94812680115274,9.855907780979829,21.958174904942965,33677.68774817542,25.883968417439068,1.162591896050607,37.56197640622329,56.30022226021543
Census tract,Tract 6607,17031660700,2076,10.142238713667286,9.4,13.172541743970315,75.09090909090908,7.000000000000001,29.29848693259973,30576.652055280727,31.416202844774272,0.0,89.30117501546073,10.38961038961039
Census tract,Tract 6608,17031660800,6114,12.311385459533607,7.3,14.660493827160495,81.69097945817208,16.701399225960106,11.698379140239606,37684.643980567445,28.000000000000004,0.565843621399177,51.23456790123457,44.92455418381344
Census tract,Tract 6609,17031660900,4446,18.309358906055763,8.8,12.129284318948676,85.73643410852712,3.689922480620155,17.17331227793131,37623.210097828254,30.68057080131724,2.5572722429408627,68.76220919907654,26.99342923104244
Census tract,Tract 6610,17031661000,5756,13.477138643067846,8.3,21.1283185840708,83.02885888271115,11.808313476303944,11.478599221789883,42239.00361587435,26.972713864306787,2.083333333333333,65.41297935103245,24.926253687315636
